Common_Nm,Species,Class,Top 30 worst,Doublechecker,Notes (include refs where applicable),Reference in Appendix,Double check completed? ,Disease Agent (to remove),Domesticated (to set as diverse),Continents,Countries
Golden apple snail,Pomacea canaliculata,Mollusca,1,Ross,"Only SA? ""Species of Pomacea, commonly known as apple snails, are native to South America"" (10.1038/s41598-017-19000-7)",YES,1,,,SA,Argentina;Bolivia;Paraguay;Uruguay
Black cherry,Prunus serotina,Tracheophyta,,Ross,Correct,NA,1,,,NAm,Canada;United States;Mexico
Topmouth gudgeon,Pseudorasbora parva,Chordata,,Ross,"AS only? From Gozlan et al. (2002): “The topmouth gudgeon Pseudorasbora parva (Temminck & Schlegel) is a small cyprinid, originating from Japan, China, Korea and the River Amur catchment.”",YES,1,,,AS,China;Japan;South Korea
bracken,Pteridium aquilinum,Tracheophyta,,Ross,Correct,NA,1,,,EUR;AS;OC;AF;SA;NAm,Afghanistan;Bhutan;China;India;Iran;Iraq;Israel;Japan;North Korea;Pakistan;South Korea;Sri Lanka;Taiwan;Thailand;Turkey;Vietnam;Albania;Andorra;Austria;Belarus;Belgium;Bosnia & Herzegovina;Bulgaria;Croatia;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Italy;Latvia;Liechtenstein;Lithuania;Luxembourg;Moldova;Monaco;Montenegro;Netherlands;North Macedonia;Poland;Portugal;Romania;Russia;San Marino;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Indonesia;Serbia;Australia;Ethiopia;Kenya;Sudan;Argentina;Bolivia;Brazil;Paraguay;Uruguay;Denmark;Norway;Sweden;United Kingdom;Ireland;Canada;United States;Mexico;Macao SAR China;Tanzania;New Zealand;Puerto Rico;Belize;Costa Rica;El Salvador;Guatemala;Honduras;Nicaragua;Panama;Trinidad & Tobago;Colombia;Ecuador;French Guiana;Guyana;Peru;Suriname;Venezuela;Cameroon;Ghana;Guinea;Uganda;Cuba;St. Pierre & Miquelon;Congo - Kinshasa;Gabon;S√£o Tom√© & Pr√≠ncipe;South Africa;Zambia;Cyprus;Malta;Mauritius;Burundi;Malawi;Sierra Leone;Zimbabwe;Equatorial Guinea;Philippines;Hong Kong SAR China;Gibraltar;Madagascar;Fiji;Rwanda;Bermuda;Norfolk Island
Reindeer/Caribou,Rangifer tarandus,Chordata,,Ross,Correct,NA,1,,,EUR;AS;NAm,China;Mongolia;Finland;Russia;Norway;Canada;United States;Svalbard & Jan Mayen;Greenland
Black rat,Rattus rattus,Chordata,1,Ross,"Native to AS only? ""Rattus rattus has been separated into two subgroups based on chromosome numbers (Yoshida et al. 1974). The Oceania group of R. rattus generally has 2n = 38 chromosomes (Musser and Carleton 2005), and it was this species that was thought to have originated in the Indian Peninsula and reached Britain by the 3rd century A.D."" (10.2984/68.2.1)",YES,1,,,AS,India
Cattle tick,Rhipicephalus microplus,Arthropoda,1,Ross,Correct (though CA?),NA,1,,,NAm,
Japanese wireweed,Sargassum muticum,Ochrophyta,,Ross,Correct,NA,1,,,AS,China;Japan;North Korea;South Korea;Russia
dragon's tail,Saururus cernuus,Tracheophyta,,Ross,Correct,NA,1,,,NAm,United States
Cape-ivy,Senecio mikanioides,Tracheophyta,,Ross,Correct,NA,1,,,AF,South Africa;Lesotho
Red Imported Fire Ant,Solenopsis invicta,Arthropoda,,Ross,Correct,NA,1,,,SA,Argentina;Bolivia;Brazil;Paraguay;Uruguay;Peru
Grass worm,Spodoptera frugiperda,Arthropoda,1,Ross,Correct,NA,1,,,SA;NAm,
Smooth cordgrass,Sporobolus alterniflorus,Tracheophyta,,Ross,Correct,NA,1,,,NAm,United States
Feral pig,Sus scrofa,Chordata,1,Ross,Correct,NA,1,,,EUR;AS;AF,Algeria;Morocco;Tunisia;Afghanistan;Armenia;Azerbaijan;Bangladesh;Bhutan;Cambodia;China;Georgia;India;Iran;Iraq;Israel;Japan;Jordan;Kazakhstan;Kyrgyzstan;Laos;Lebanon;Mongolia;Myanmar (Burma);Nepal;North Korea;Pakistan;Palestinian Territories;South Korea;Sri Lanka;Syria;Taiwan;Tajikistan;Thailand;Turkey;Turkmenistan;Uzbekistan;Vietnam;Albania;Andorra;Austria;Belarus;Belgium;Bosnia & Herzegovina;Bulgaria;Croatia;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Italy;Latvia;Liechtenstein;Lithuania;Luxembourg;Moldova;Monaco;Montenegro;Netherlands;North Macedonia;Poland;Portugal;Romania;Russia;San Marino;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Indonesia;Malaysia;Serbia
Tamarisk (Athel pine),Tamarix aphylla,Tracheophyta,,Ross,Correct,NA,1,,,AS;AF,Algeria;Morocco;Tunisia;Afghanistan;India;Iran;Iraq;Jordan;Pakistan;Syria;Egypt;Eritrea;Ethiopia;Kenya;Libya;Mauritania;Somalia;Sudan;Western Sahara;Kuwait;Qatar;Saudi Arabia;Yemen;Tanzania;Senegal
Yellow elder,Tecoma stans,Tracheophyta,,Ross,"Not EUR? ""Tecoma stans is common along city streets and on private land in all three cities and in the wildland across Guanacaste. Its native range in the Americas extends from the south central and southeastern United States (Arizona to Florida) to the Antilles and thence south into Argentina (Hammel, 2005; Zuchowski, 2007)."" (10.2317/JKES101124.1)",YES,1,,,SA;NAm,Bolivia;United States;Mexico;Puerto Rico;Costa Rica;El Salvador;Guatemala;Honduras;Nicaragua;Panama;Trinidad & Tobago;Colombia;Ecuador;Venezuela;Grenada;Montserrat;Antigua & Barbuda;British Virgin Islands;Cuba;Dominica;Dominican Republic;Guadeloupe;Haiti;Jamaica;Martinique;U.S. Virgin Islands;Bahamas;Cayman Islands
Amor de hombre,Tradescantia fluminensis,Tracheophyta,,Ross,Correct,NA,1,,,SA,Argentina;Brazil;Uruguay
Common brushtail possum,Trichosurus vulpecula,Chordata,,Ross,"Not EUR? ""Across its native range in Australia and its introduced range in New Zealand the common brushtail possum, Trichosurus vulpecula"" (10.1071/AM14017)",YES,1,,,OC,Australia
,Triphasia trifolia,Tracheophyta,,Ross,"Not OC? (EXOTIC INVASIVE SPECIES, US VIRGIN ISLANDS: FACT SHEET)",????,1,,,AS,Cambodia;Laos;Thailand;Vietnam;Indonesia;Malaysia;Solomon Islands;Christmas Island
Gorse,Ulex europaeus,Tracheophyta,,Ross,"Plus AF? ""Common gorse (Ulex europaeus L.) is a thorny evergreen shrub that forms invasive thickets in pasture outside of its center of origin in Western Europe and Northern Africa"" (10.3390/plants8110523)",YES ,1,,,EUR;AF,Belgium;France;Germany;Italy;Netherlands;Portugal;Spain;Switzerland;United Kingdom;Ireland
Noogoora burr,Xanthium strumarium,Tracheophyta,,Ross,Correct,NA,1,,,NAm,United States
,Yucca filamentosa,Tracheophyta,,Ross,Correct,NA,1,,,NAm,
Serpentina brava,Zantedeschia aethiopica,Tracheophyta,,Ross,Correct,NA,1,,,AF,South Africa;Eswatini;Lesotho
Silver wattle,Acacia dealbata,Tracheophyta,,Syrmalenia,"OC only: https://www.cabi.org/isc/datasheet/2207; Lorenzo, P., Palomera-Pérez, A., Reigosa, M. J., & González, L. (2011). Allelopathic interference of invasive Acacia dealbata Link on the physiological parameters of native understory species. Plant Ecology, 212: 403-412.",YES,1,,,OC,Australia
,Acacia mangium,Tracheophyta,,Syrmalenia,"AS & OC only: native to parts of Indonesia, Papua New Guinea and Australia; Koutika, L. S., & Richardson, D. M. (2019). Acacia mangium Willd: benefits and threats associated with its increasing use around the world. Forest Ecosystems, 6: 1-13.",YES,1,,,AS;OC,Indonesia;Australia;Papua New Guinea
Maui pamakani,Ageratina adenophora,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,Mexico
Southamerican fruit fly,Anastrepha fraterculus,Arthropoda,,Syrmalenia,Correct,NA,1,,,SA;NAm,Argentina;Brazil;Paraguay;Uruguay;Mexico;Belize;Costa Rica;El Salvador;Guatemala;Honduras;Nicaragua;Panama;Trinidad & Tobago;Guyana;Peru;Venezuela
Golden eagle,Aquila chrysaetos,Chordata,,Syrmalenia,Correct,NA,1,,,EUR;AS;AF;NAm,Algeria;Morocco;Tunisia;Afghanistan;Armenia;Azerbaijan;Bhutan;China;Georgia;India;Iran;Iraq;Israel;Japan;Jordan;Kazakhstan;Kyrgyzstan;Lebanon;Mongolia;Myanmar (Burma);Nepal;North Korea;Pakistan;South Korea;Syria;Tajikistan;Turkey;Turkmenistan;Uzbekistan;Albania;Andorra;Austria;Belarus;Bosnia & Herzegovina;Bulgaria;Croatia;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Italy;Latvia;Liechtenstein;Lithuania;Moldova;Montenegro;North Macedonia;Poland;Portugal;Romania;Russia;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Serbia;Chad;Egypt;Ethiopia;Libya;Mali;Mauritania;Western Sahara;Oman;Saudi Arabia;United Arab Emirates;Yemen;Denmark;Norway;Sweden;United Kingdom;Ireland;Canada;United States;Mexico
Cape-dandelion,Araujia sericifera,Tracheophyta,,Syrmalenia,"SA: tropical and temperate S America (Peru, Argentina, Paraguay, Brazil, Uruguay); Coombs, G., & Peter, C. I. (2010). The invasive ‘mothcatcher’(Araujia sericifera Brot.; Asclepiadoideae) co-opts native honeybees as its primary pollinator in South Africa. AoB plants, 2010.",YES,1,,,SA,Argentina;Brazil;Paraguay;Uruguay
Robust reed,Arundo donax,Tracheophyta,,Syrmalenia,"AS only: native to tropical, temperate Asia https://www.invasivespeciesinfo.gov/profile/giant-reed; https://www.cabi.org/isc/datasheet/1940#tosummaryOfInvasiveness",Other Generic Databases,1,,,AS,Afghanistan;Azerbaijan;Bangladesh;Bhutan;Cambodia;China;Georgia;India;Iran;Iraq;Israel;Japan;Kazakhstan;Laos;Myanmar (Burma);Nepal;North Korea;Pakistan;South Korea;Syria;Taiwan;Tajikistan;Thailand;Turkmenistan;Uzbekistan;Vietnam;Malaysia;Libya;Bahrain;Oman;Saudi Arabia;Yemen
Brown tree snake,Boiga irregularis,Chordata,,Syrmalenia,Correct,NA,1,,,AS;OC,Indonesia;Australia;Solomon Islands;Papua New Guinea
Canada Goose,Branta canadensis,Chordata,,Syrmalenia,"NAm only: Leppäkoski E., Olenin S. (2000). Non-native species and rates of spread: lessons from the brackish Baltic Sea. Biological invasions, 2: 151-163.",YES,1,,,NAm,Canada;United States;Mexico;Puerto Rico;Cuba;Dominican Republic;Haiti;Svalbard & Jan Mayen;Bahamas;Cayman Islands;Greenland;St. Pierre & Miquelon;Turks & Caicos Islands;Kiribati;Marshall Islands
Sanburs,Cenchrus pilosus,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,Mexico;Costa Rica;El Salvador;Guatemala;Honduras;Nicaragua
Queen of the night,Cereus jamacaru,Tracheophyta,,Syrmalenia,"SA: Brazil; Gomes, V. G. N., Quirino, Z. G. M., & Araujo, H. F. P. (2014). Frugivory and seed dispersal by birds in Cereus jamacaru DC. ssp. jamacaru (Cactaceae) in the Caatinga of Northeastern Brazil. Brazilian Journal of Biology, 74: 32-40.",YES,1,,,SA,Brazil
Red-and-green cobra lily,Chasmanthe bicolor,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AF,South Africa
Snapping turtle,Chelydra serpentina,Chordata,,Syrmalenia,Correct,NA,1,,,NAm,United States
Asian clam,Corbicula fluminea,Mollusca,,Syrmalenia,"Also AF & OC: https://www.invasivespeciesinfo.gov/aquatic/invertebrates/asian-clam#cit; Sousa R., Antunes S., Guilhermino L. (2008) Ecology of the invasive Asian clam Corbicula fluminea(Müller, 1774) in aquatic ecosystems: an overview. Ann. Limnol. - Int. J. Lim. 44: 85-94",YES,1,,,AS;AF;OC,China;Japan;North Korea;South Korea;Taiwan;Thailand;Russia;Philippines;Hong Kong SAR China
Pampa grass,Cortaderia selloana,Tracheophyta,,Syrmalenia,Correct,NA,1,,,SA,Argentina;Brazil;Chile;Paraguay;Uruguay
Australian swamp stonecrop,Crassula helmsii,Tracheophyta,,Syrmalenia,Only OC: https://www.cabi.org/isc/datasheet/16463#tosummaryOfInvasiveness,Other Generic Databases,1,,,OC,Australia;New Zealand;Papua New Guinea
Codling moth,Cydia pomonella,Arthropoda,,Syrmalenia,"AS only: China; Basoalto, A., Ramírez, C. C., Lavandero, B., Devotto, L., Curkovic, T., Franck, P., & Fuentes-Contreras, E. (2020). Population genetic structure of codling moth, Cydia pomonella (L.)(Lepidoptera: Tortricidae), in different localities and host plants in Chile. Insects, 11: 285.",YES,1,,,AS,China
Mute swan,Cygnus olor,Chordata,,Syrmalenia,Only EUR & AS: https://invasions.si.edu/nemesis/CH-INV.jsp?Species_name=Cygnus+olor,Other Generic Databases,1,,,EUR;AS,India;Israel;Kazakhstan;North Korea;South Korea;Turkey;Austria;Belarus;Belgium;Bulgaria;Croatia;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Italy;Latvia;Lithuania;Luxembourg;Moldova;Montenegro;Netherlands;Poland;Portugal;Romania;Russia;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Serbia;Denmark;Norway;Sweden;United Kingdom;Ireland
,Cymbopogon citratus,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AS,India;Sri Lanka
Scotch broom,Cytisus scoparius,Tracheophyta,,Syrmalenia,EUR only: from Ireland to central Ukraine; https://www.cabi.org/isc/datasheet/17610,Other Generic Databases,1,,,EUR,Albania;Andorra;Austria;Belarus;Belgium;Bosnia & Herzegovina;Bulgaria;Croatia;Czechia;Estonia;France;Germany;Greece;Hungary;Italy;Latvia;Liechtenstein;Lithuania;Luxembourg;Moldova;Montenegro;Netherlands;North Macedonia;Poland;Portugal;Romania;Russia;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Serbia;Denmark;Norway;Sweden;United Kingdom;Ireland
purple viper's bugloss,Echium plantagineum,Tracheophyta,,Syrmalenia,"EUR only: native to southern Europe/ western Mediterranean; Sharma, G. P., & Esler, K. J. (2008). Phenotypic plasticity among Echium plantagineum populations in different habitats of Western Cape, South Africa. South African Journal of Botany, 74: 746-749",YES,1,,,EUR,Georgia;Israel;Turkey;Albania;Bosnia & Herzegovina;Bulgaria;Croatia;France;Greece;Italy;Montenegro;North Macedonia;Portugal;Russia;Slovenia;Spain;Serbia;United Kingdom;Cyprus;Malta;Gibraltar
late boneset,Eupatorium serotinum,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,United States
Silver lace vine/Bukhara fleeceflower/Russian vine/Silver lace vine/Chinese fleece vine,Fallopia baldschuanica,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AS,Afghanistan;Pakistan;Tajikistan
美国白蛾,Hyphantria cunea,Arthropoda,,Syrmalenia,Correct,NA,1,,,NAm,Canada;United States;Mexico
,Kalanchoe daigremontiana,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AF,Madagascar
Argentine ant,Linepithema humile,Arthropoda,,Syrmalenia,Correct,NA,1,,,SA,Argentina;Brazil;Paraguay;Uruguay
Rice water weevil,Lissorhoptrus oryzophilus,Arthropoda,,Syrmalenia,Correct,NA,1,,,NAm,Mexico
,Ludwigia repens,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,United States
Black Mulberry,Morus nigra,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AS,China;Iran
Truita arc iris,Oncorhynchus mykiss,Chordata,,Syrmalenia,"NAm only: NE Pacific, https://nas.er.usgs.gov/queries/factsheet.aspx?SpeciesID=910",YES,1,,,NAm,Canada;United States;Mexico
Tuna cactus,Opuntia ficus-indica,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,Mexico
Sea lamprey,Petromyzon marinus,Chordata,,Syrmalenia,Not AS: Native to both sides of N. Atlantic up to Africa; https://www.cabi.org/isc/datasheet/70237,Other Generic Databases,1,,,EUR;AF;NAm,Algeria;Morocco;Tunisia;Albania;Belgium;Bosnia & Herzegovina;Croatia;Finland;France;Germany;Greece;Italy;Latvia;Lithuania;Monaco;Montenegro;Netherlands;Poland;Portugal;Russia;Slovenia;Spain;Switzerland;Serbia;Egypt;Libya;Denmark;Norway;Sweden;United Kingdom;Ireland;Isle of Man;Canada;United States;Mexico;Greenland;Faroe Islands;Iceland;Malta;Gibraltar
Aleppo pine,Pinus halepensis,Tracheophyta,,Syrmalenia,Correct,NA,1,,,EUR;AS;AF,Algeria;Morocco;Tunisia;Israel;Jordan;Lebanon;Palestinian Territories;Albania;France;Greece;Italy;Montenegro;Spain;Libya;Malta
Raccoon,Procyon lotor,Chordata,,Syrmalenia,Correct,NA,1,,,NAm,Canada;United States;Mexico;Belize;Costa Rica;El Salvador;Guatemala;Honduras;Nicaragua;Panama
,Pterois volitans,Chordata,,Syrmalenia,Correct,NA,1,,,AS;OC;AF,China;India;Israel;Japan;North Korea;South Korea;Sri Lanka;Taiwan;Thailand;Vietnam;Indonesia;Malaysia;Australia;Egypt;New Zealand;Marshall Islands;Maldives;Mozambique;Seychelles;Cook Islands;Guam;New Caledonia;Mauritius;French Polynesia;Philippines;Papua New Guinea;Hong Kong SAR China;Christmas Island;Micronesia (Federated States of);Fiji;Palau;Samoa;Cocos (Keeling) Islands;Tonga;Vanuatu;Norfolk Island;Pitcairn Islands
,Pycnonotus cafer,Chordata,,Syrmalenia,Correct,NA,1,,,AS,India;Pakistan;Sri Lanka;Vietnam
Giant buttercup,Ranunculus acris,Tracheophyta,,Syrmalenia,"EUR: Lange, C., Goeke, D. F., Hickman, D. T., Podolyan, A., & Houliston, G. J. (2018). Chloroplast diversity of giant buttercup (Ranunculus acris L., Ranunculaceae) in New Zealand and in its native range. New Zealand Journal of Botany, 56(4), 385-395.",YES,1,,,EUR,
Polynesian rat,Rattus exulans,Chordata,,Syrmalenia,"AS: southeast Asian rat; Towns, D. R. (2009). Eradications as reverse invasions: lessons from Pacific rat (Rattus exulans) removals on New Zealand islands. Biological Invasions, 11: 1719-1733.",YES,1,,,AS,
,Rubus alceifolius,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AS,Cambodia;China;Japan;Laos;Myanmar (Burma);Taiwan;Thailand;Vietnam;Indonesia;Hong Kong SAR China
Hill raspberry,Rubus niveus,Tracheophyta,,Syrmalenia,"AS only: India, China & SE Asia;https://www.cabi.org/isc/datasheet/107939#tosummaryOfInvasiveness; Amsellem, L., Noyer, J. L., & Hossaert‐McKey, M. (2001). Evidence for a switch in the reproductive biology of Rubus alceifolius (Rosaceae) towards apomixis, between its native range and its area of introduction. American Journal of Botany, 88:, 2243-2251.",YES,1,,,AS,Afghanistan;Bhutan;China;India;Laos;Myanmar (Burma);Nepal;Sri Lanka;Thailand;Vietnam;Indonesia;Malaysia;Philippines;Papua New Guinea
Weeping willow,Salix babylonica,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AS,China
"Lucioperca, sandra",Sander lucioperca,Chordata,,Syrmalenia,Correct,NA,1,,,EUR;AS,Afghanistan;Armenia;Azerbaijan;Georgia;Iran;Kazakhstan;Uzbekistan;Albania;Austria;Czechia;Estonia;Finland;Germany;Greece;Hungary;Latvia;Lithuania;Moldova;Montenegro;Poland;Romania;Russia;Slovakia;Ukraine;Serbia;Norway;Sweden
,Schinus molle,Tracheophyta,,Syrmalenia,Correct,NA,1,,,SA,Argentina;Brazil;Chile;Paraguay;Uruguay;Peru
,Senecio angulatus,Tracheophyta,,Syrmalenia,Correct,NA,1,,,AF,South Africa
Bugweed,Solanum seaforthianum,Tracheophyta,,Syrmalenia,Correct,NA,1,,,SA;NAm,Trinidad & Tobago;Colombia;Venezuela
,Sporobolus pumilus,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,United States
棉花黄萎病,Verticillium dahliae,Ascomycota,,Syrmalenia,Uknown origin: Plant fungal pathogen,NA,1,,,,
Yellow jacket,Vespula germanica,Arthropoda,,Syrmalenia,Correct,NA,1,,,EUR;AS;AF,Algeria;Morocco;Tunisia;Afghanistan;Armenia;China;Georgia;India;Iran;Iraq;Israel;Jordan;Kazakhstan;Kyrgyzstan;Lebanon;Mongolia;North Korea;Pakistan;South Korea;Syria;Taiwan;Tajikistan;Turkey;Turkmenistan;Uzbekistan;Albania;Austria;Belarus;Belgium;Bulgaria;Croatia;Czechia;Estonia;Finland;France;Germany;Greece;Hungary;Italy;Lithuania;Luxembourg;Montenegro;Netherlands;North Macedonia;Poland;Portugal;Romania;Russia;Slovakia;Slovenia;Spain;Switzerland;Ukraine;Serbia;Denmark;Norway;Sweden;United Kingdom;Ireland;Cyprus
Mexican fan palm,Washingtonia robusta,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,Mexico
,Xanthium echinatum,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,
,Yucca aloifolia,Tracheophyta,,Syrmalenia,Correct,NA,1,,,NAm,United States;Mexico
Ferret,Mustela putorius,Mammalia,,Emma,combine with Mustela furo,,1,,,REMOVE,France;Netherlands;United States;Germany;United Kingdom;Germany;Austria;United States;Belgium;China;United Kingdom;Canada;Hungary;NA;NA;NA
Giant african snail,Lissachatina fulica,Gastropoda,,Emma,combine with Achatina fula,,1,,,REMOVE,Ethiopia;Kenya;Tanzania;Ethiopia;Kenya;Tanzania
Diamondback moth,Plutella xylostella,Insecta,,Emma,previous UNK,,1,,,REMOVE,Netherlands;France;United States;NA
Greenhouse whitefly,Trialeurodes vaporariorum,Insecta,,Emma,previous UNK,,1,,,REMOVE,
Common shipworm,Teredo navalis,Bivalvia,,Emma,previous UNK,,1,,,REMOVE,
Quagga mussel,Dreissena rostriformis,Bivalvia,,Emma,combine with Dreissena bugensis,,1,,,REMOVE,
Cranc de canals,Faxonius limosus,Malacostraca,,Alok,"Most commonly used common name ""Spiny-cheek crayfish""",,1,,,NAm,United States
Ajenjo de china,Symphyotrichum subulatum,Magnoliopsida,,Alok,"I have revised the native range. Earlier, our data had Taiwan, Papua New Guinea, Australia, Italy and Slovenia as a part of the native range. CABI has a basic limited datasheet for this species (under the name Aster subulatus), and omits Asian, European and Oceanic countries from the native range. Kew has a more detailed datasheet (https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981909-1), which limits the species's native range to North and South America. ",,1,,,SA;NAm,Argentina;Bahamas;Bolivia;Brazil;Canada;Chile;Colombia;Cuba;Dominican Republic;Haiti;Jamaica;Mexico;Paraguay;Peru;Uruguay;USA;Venezuela
NA,Dactylopius opuntiae,Insecta,,Emma,previous UNK,,1,,,REMOVE,
tropical kudzu,Neustanthus phaseoloides,Magnoliopsida,,Alok,Revised the native range. Reference: https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509661-1#distribution-map ,,1,,,AS;OC,Bangladesh;Cambodia;China;India;Indonesia;Laos;Malaysia;Myanmar;Nepal;Papua New Guinea;Philippines;Solomon Islands;Sri Lanka;Taiwan;Thailand;Vietnam
Japanese kelp,Undaria pinnatifida,Phaeophyceae,,Alok,"CABI restricts the native range to Japan and defines this as introduced to China and Koreas, whereas GISD defines the native range as China, Japan and the two Koreas. I am revising the range by going with CABI.",,1,,,AS ,Japan
Redbreast tilapia,Coptodon zillii,Actinopterygii,,Emma,merge with tilapia ziilii,,1,,,REMOVE,Israel;Congo - Kinshasa;Uganda;Central African Republic;United States;Guyana;Congo - Brazzaville;Benin;Kuwait;Niger;Puerto Rico;Liberia
seahorse grass,Paspalum vaginatum,Liliopsida,,Alok,"CABI puts it native to all continents except Europe, whereas GISD and Kew define the native range as S. and N. Am. only.",,1,,,NAm; SAm,Uruguay;Argentina;United States
NA,Banana bunchy top virus,Arfiviricetes,,Emma,,,1,1,,,
brown planthopper,Nilaparvata lugens,Insecta,,Emma,UNK,,1,,,REMOVE,
Sweet potato weevil,Cylas formicarius,Insecta,,Emma,UNK,,1,,,REMOVE,
Eurasian squirrel,Sciurus vulgaris,Mammalia,,Alok,"This is not categorised as an invasive species and hence, doesn't have CABI or GISD profiles. However, the InvaCost entry for this species is from Japan, which is not within the native range. The entered range for this species is accurate with the range described in literature",,1,,,EUR;AS,Estonia;France;Ukraine;Germany;Hungary;Germany;Japan;Russia;Spain;Sweden;Finland;United Kingdom;Austria;Italy;Switzerland;Norway;China;Mongolia
Taiwan beauty snake,Elaphe taeniura,Reptilia,,Alok,Removed United States from the native range.,,1,,,AS,Malaysia;Taiwan;China;Thailand;China;Vietnam;Indonesia;India;Bhutan;Myanmar;Laos;Cambodia;
,Xanthomonas oryzae,Gammaproteobacteria,,Emma,,,1,1,,,
,Phytophthora megasperma,Peronosporea,,Emma,UNK,,1,,,REMOVE,
,Xanthomonas campestris,Gammaproteobacteria,,Emma,,,1,1,,,
,Tobacco ringspot virus,Pisoniviricetes,,Emma,,,1,1,,,
,Daktulosphaira vitifoliae,Insecta,,Emma,Daktulosphaira vitifoliae/Viteus vitifoliae,,1,,,REMOVE,
Red tide,Red tide,Diverse/Unspecified,,Alok,Many genera involved,,1,,,UNK,
Huanglongbing disease (HLB),Candidatus¬†liberibacter,Alphaproteobacteria,,Emma,,,1,1,,,
Pierce‚Äôs disease,Xylella fastidiosa,Gammaproteobacteria,,Emma,,,1,1,,,Argentina;Paraguay;Argentina;Paraguay
Carex strigosa,Carex strigosa,Liliopsida,,Alok,"Earlier, only UK was given as the native country. Now, updated to countries given in the reference: https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302425-1",,1,,,EUR;AS,"Austria;Belgium;Bulgaria;Czechoslovakia, Denmark;Estonia;Finland, France, Germany;Hungary, Iran, Ireland, Italy, Netherlands, Poland, Romania, Spain, Switzerland, Transcaucasus, Ukraine, Yugoslavia;United Kinhdom;Latvia;Lithuania"
Squirrelpox virus,Squirrelpox virus,Pokkesviricetes,,Emma,,,1,1,,,
Yellow oleander,Cascabela thevetia,Magnoliopsida,,Dat,"Native to Central and South America (""Tropical America""); CABI, GISD",,1,,,,Belize;Costa Rica;Guatemala;Honduras;Mexico;Nicaragua;Panama;Argentina;Bolivia;Brazil;Colombia;Ecuador;French Guiana;Guyana;Paraguay;Peru;Suriname;Venezuela Rica;Guatemala;Honduras;Mexico;Nicaragua;Panama;Argentina;Bolivia;Brazil;Colombia;Ecuador;French Guiana;Guyana;Paraguay;Peru;Suriname;Venezuela
Exotic Newcastle Diseases,Avian orthoavulavirus 1,Monjiviricetes,,Emma,,,1,1,,,
Thorny poinciana/Mysore thorn/Mubage/Mauritius thorn/Cat's claw,Biancaea decapetala,Magnoliopsida,,Dat,"Native throughout South-Eastern Asia; CABI, iNaturalist, GISD",,1,,,,Bangladesh;Cambodia;Laos;Pakistan;Taiwan;Hong Kong;South Korea;North Korea;Bhutan;China;India;Indonesia;Japan;Lao People's Democratic Republic;Malaysia;Myanmar;Nepal;Philippines;Sri Lanka;Thailand;Viet Name
Citrus canker,Xanthomonas axonopodis,Gammaproteobacteria,,Emma,,,1,1,,,
Maize lethal necrosis,Maize lethal necrosis,NA,,Emma,,,1,1,,,
NA,Aeromonas salmonicida,Gammaproteobacteria,,Emma,,,1,1,,,
bay barnacle,Amphibalanus improvisus,Maxillopoda,,Dat,Native to East Coast of NAm;CABI,,1,,,,United States;Canada
crystalline iceplant,Mesembryanthemum crystallinum,Magnoliopsida,,Dat,This one seems okay:CABI,,1,,,,Algeria;Egypt;Libya;Morocco;Namibia;St. Helena;South Africa;Tunisia;Israel;Croatia;France;Italy;Spain;Algeria;Egypt;Libya;Morocco;Namibia;St. Helena;South Africa;Tunisia;Israel;Croatia;France;Italy;Portugal;Spain
Pacific giant oyster,Magallana gigas,Bivalvia,,Dat,"Native to NE Asia, surprising that the scraper could not include these countries; CABI",,1,,,,China;Hong Kong;Indonesia;Japan;North Korea; South Korea; Taiwan
white stain syndrome Baculovirus (WSSV),WSSV,NA,,Emma,,,1,1,,,
